"_id","_labels","abbreviation","availability","capability","characteristic","comparison","description","division","examples","focus","function","id","interpretation","mentalStates","number","open-source","publication","purportedNecessaryConditions","purpose","quantity","tomAccuracy","tomAccuracyIn-context","tomAccuracyZero-shot","year","_start","_end","_type"
"321",":Concept","","","","","","","","","","","Non-Narrative Contexts","","","","","","","","","","","","",,,
"322",":Concept","","","","","","","","","","","Conversations","","","","","","","","","","","","",,,
"323",":Resource","","public","","","","","","","","","Code","","","","","","","","","","","","",,,
"324",":Person","","","","","","","","","","","Humans","","","","","","","","","","","","",,,
"325",":Concept","","","","","","","","","","","Bayesian Theory-Of-Mind","","","","","","","","","","","","",,,
"326",":Concept","","","","","","","","","","","Epistemic Logic","","","","","","","","","","","","",,,
"327",":Concept","","","","","","","","","","","Doors-And-Keys Gridworld Puzzle","","","","","","","","","","","","",,,
"328",":Concept","","","","","","","","","","","Instrumental Reasoning","","","","","","","","","","","","",,,
"329",":Concept","","","","","","","","","","","Non-Mentalizing Baselines","","","","","","","","","","","","",,,
"330",":Concept","","","","","","","","","","","Pure Logical Deduction","","","","","","","","","","","","",,,
"331",":Technology","","","","","","","","","","","Chatgpt","","","","","","","","","","","","",,,
"332",":Technology","","","","","","","","","","","Prompt Engineering","","","","","","","","","","","","",,,
"333",":Organization","","","","","","","","","","","Companies","","","","","","","","","","","","",,,
"334",":Person","","","","","","","","","","","Expert Prompt Engineers","","","","","","","","","","","","",,,
"335",":Resource","","","","","","","","","","","Educational Resources","","","","","","","","","","","","",,,
"336",":Technology","","","","","","","","","","","Prompt Stealing Attacks","","","","","","","","","","","","",,,
"337",":Technology","","","","","","","","","","","Parameter Extractor","","","","","","","","","","","","",,,
"338",":Technology","","","","","","","","","","","Prompt Reconstruction","","","","","","","","","","","","",,,
"339",":Technology","","","","","","","","","","","Direct Prompt","","","","","","","","","","","","",,,
"340",":Technology","","","","","","","","","","","Role-Based Prompt","","","","","","","","","","","","",,,
"341",":Technology","","","","","","","","","","","In-Context Prompt","","","","","","","","","","","","",,,
"342",":Concept","","","","","","","","","","","Confusing Feedback","","","","","","","","","","","","",,,
"343",":Concept","","","","","","","","","","","Erroneous Beliefs","","","","","","","","","","","","",,,
"344",":Person","","","","","","","","","","","Teacher","","","","","","","","","","","","",,,
"345",":Person","","","","","","","","","","","Learner","","","","","","","","","","","","",,,
"346",":Concept","","","","","","","","","","","Cognitive Burden","","","","","","","","","","","","",,,
"347",":Concept","","","","","","","","","","","Learning Objective","","","","","","","","","","","","",,,
"348",":Concept","","","","","","","","","","","Second-Order Theory Of Mind","","","","","","","","","","","","",,,
"349",":Concept","","","","","","","","","","","Perceived Rationality","","","","","","","","","","","","",,,
"350",":Concept","","","","","","","","","","","Teaching Burden","","","","","","","","","","","","",,,
"351",":Entity","","","","","","","","","","","Ai Learner","","","","","","","","","","","","",,,
"352",":Concept","","","","","","","","","","","Teacher Efficacy","","","","","","","","","","","","",,,
"353",":Concept","","","","","","","","","","","Feedback","","","","","","","","","","","","",,,
"354",":Concept","","","","","","","","","","Convey rich social information","Nonverbal Communication","","","","","","","","","","","","",,,
"355",":Concept","","","","Missing crucial social characteristics","","","","","","","Scene Understanding Literature","","","","","","","","","","","","",,,
"356",":Concept","","","","","","","","Gaze, human poses, gestures","","","Nonverbal Communication Cues","","","","","","","","","","","","",,,
"357",":Entity","","","","","","","","","","","Agents","","Inferred from visual inputs","","","","","","","","","","",,,
"358",":Model","","","","","","","","","","Forms during interactions between two agents","Five Minds Model","","","","","","","","","","","","",,,
"359",":Concept","","","","","","","","","","Converged agents' beliefs","Common Mind","","","","","","","","","","","","",,,
"360",":Model","","","","","","","","","","Tracks and predicts all five minds","Hierarchical Energy-Based Model","","","","","","","","","","","","",,,
"361",":Concept","","","","","","","","","","","Social Event","Nonverbal communication and belief dynamics","","","","","","","","","","","",,,
"362",":Concept","","","","","Better on videos with rich social interactions","","","","","","Video Summary","","","","","","","","","","","","",,,
"363",":Person","","","","","","","","","","","Prompt Author","","","","","","","","","","","","",,,
"364",":Concept","","","","","","","","","","","Automatic Prompt Optimization","","","","","","","","","","","","",,,
"365",":Concept","","","","","","","","","","","Annotated Data","","","","","","","","","","","","",,,
"366",":System","","","","","","","","","","","Iprop","","","","","","","","","","","","",,,
"367",":Concept","","","","","","","","","","","Human Intervention","","","","","","","","","","","","",,,
"368",":Concept","","","","","","","","","","","Prompt Variations","","","","","","","","","","","","",,,
"369",":Concept","","","","","","","","","","","Selected Instances","","","","","","","","","","","","",,,
"370",":Concept","","","","","","","","","","","Large Language Model Predictions","","","","","","","","","","","","",,,
"371",":Concept","","","","","","","","","","","Explanations","","","","","","","","","","","","",,,
"372",":Concept","","","","","","","","","","","Performance Metrics","","","","","","","","","","","","",,,
"373",":Concept","","","","","","","","","","","Training Data","","","","","","","","","","","","",,,
"374",":Person","","","","","","","","","","","Non-Technical Domain Experts","","","","","","","","","","","","",,,
"375",":Concept","","","","","","","","","","","Intrinsic Parameters","","","","","","","","","","","","",,,
"376",":Concept","","","","","","","","","","","Task Performance","","","","","","","","","","","","",,,
"377",":Concept","","","","","","","","","","","Effectiveness","","","","","","","","","","","","",,,
"378",":Concept","","","","","","","","","","","Prompt Development Process","","","","","","","","","","","","",,,
"379",":Entity","","","underperform on simple ToM benchmarks","","","","","","","","Large Language Models","","","","","","","","","","","","",,,
"380",":Dataset","","","","","","","","","","","Percept-Tomi","","","","","","","","","","","","",,,
"381",":Dataset","","","","","","","","","","","Percept-Fantom","","","","","","","","","","","","",,,
"382",":Method","","","enhances LLM's performance in false belief scenarios","","","","","","","","Perceptom","","","","","","","","","","","","",,,
"383",":Concept","","","","","","","","","","","Parameter-Efficient Fine-Tuning","","","","","","","","","","","","",,,
"384",":Concept","","","","","","","","","","","Controlled Generation","","","","","","","","","","","","",,,
"385",":Concept","","","","","","","","","","","Controlpe","","","","","","","","","","","","",,,
"386",":Concept","","","","","","","","","","","Lora","","","","","","","","","","","","",,,
"387",":Concept","","","","","","","","","","","Prompt Distillation","","","","","","","","","","","","",,,
"388",":Concept","","","","","","","","","","","Lora Merging Weight","","","","","","","","","","","","",,,
"389",":Concept","","","","","","","","","","","Prompt Control","","","","","","","","","","","","",,,
"390",":Concept","","","","","","","","","","","Short Responses Prompts","","","","","","","","","","","","",,,
"391",":Concept","","","","","","","","","","","Refusal Prompts","","","","","","","","","","","","",,,
"392",":Concept","","","","","","","","","","","Chain-Of-Thought Prompts","","","","","","","","","","","","",,,
"393",":Concept","","","","","","","","","","","Language Models","","","","","","","","","","","","",,,
"394",":Concept","","","","","","","","","","","Belief Representations","","","","","","","","","","","","",,,
"395",":Concept","","","","","","","","","","","Fine-Tuning","","","","","","","","","","","","",,,
"396",":Concept","","","","","","","","","","","Targeted Edits","","","","","","","","","","","","",,,
"397",":Concept","","","","","","","","","","","Model Activations","","","","","","","","","","","","",,,
"398",":Concept","","","","","","","","","","","Few-Shot","","","","","","","","","","","","",,,
"399",":Concept","","","","","","","","","","","Role-Based Techniques","","","","","","","","","","","","",,,
"400",":Concept","","","","","","","","","","","Prompt Canvas","","","","","","","","","","","","",,,
"401",":Person","","","","","","","","","","","Pupils","","","","","","","","","","","","",,,
"402",":Person","","","","","","","","","","","Students","","","","","","","","","","","","",,,
"403",":Person","","","","","","","","","","","Employees","","","","","","","","","","","","",,,
,,,,,,,,,,,,,,,,,,,,,,,,,"0","1","IMPORTANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"2","3","ANALYZES"
,,,,,,,,,,,,,,,,,,,,,,,,,"2","4","SUGGESTS"
,,,,,,,,,,,,,,,,,,,,,,,,,"4","5","REDUCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"10","6","CARRIED_OUT_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"7","4","IMPLEMENTATION_OF"
,,,,,,,,,,,,,,,,,,,,,,,,,"7","3","IMPROVE"
,,,,,,,,,,,,,,,,,,,,,,,,,"8","9","ENHANCEMENT_ON"
,,,,,,,,,,,,,,,,,,,,,,,,,"11","12","ROOTED_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","13","CHALLENGE"
,,,,,,,,,,,,,,,,,,,,,,,,,"16","13","IMPROVES"
,,,,,,,,,,,,,,,,,,,,,,,,,"15","14","INSPIRED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"15","12","IMPROVES"
,,,,,,,,,,,,,,,,,,,,,,,,,"17","18","ENABLE"
,,,,,,,,,,,,,,,,,,,,,,,,,"17","12","LEVERAGE"
,,,,,,,,,,,,,,,,,,,,,,,,,"17","19","CONSTRUCT"
,,,,,,,,,,,,,,,,,,,,,,,,,"17","13","UTILIZE"
,,,,,,,,,,,,,,,,,,,,,,,,,"17","20","DEMONSTRATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"21","12","IMPROVE"
,,,,,,,,,,,,,,,,,,,,,,,,,"22","21","COMPONENT"
,,,,,,,,,,,,,,,,,,,,,,,,,"23","22","COMPONENT"
,,,,,,,,,,,,,,,,,,,,,,,,,"24","25","ALLEVIATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"26","24","FRAMEWORK"
,,,,,,,,,,,,,,,,,,,,,,,,,"26","27","DRIVEN_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"26","28","INTEGRATES"
,,,,,,,,,,,,,,,,,,,,,,,,,"26","29","INTEGRATES"
,,,,,,,,,,,,,,,,,,,,,,,,,"26","30","INTEGRATES"
,,,,,,,,,,,,,,,,,,,,,,,,,"26","31","ACHIEVES_COMPETITIVE_PERFORMANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"32","33","GROUNDED_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"32","34","INTRODUCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","35","TRANSLATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","36","TRANSLATE_INTO"
,,,,,,,,,,,,,,,,,,,,,,,,,"36","37","WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"36","38","EVALUATE_AGAINST"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","39","CAPTURE"
,,,,,,,,,,,,,,,,,,,,,,,,,"40","41","INVOLVE"
,,,,,,,,,,,,,,,,,,,,,,,,,"41","42","WATCH"
,,,,,,,,,,,,,,,,,,,,,,,,,"42","43","NAVIGATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"44","45","HIDDEN_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"42","46","REACH"
,,,,,,,,,,,,,,,,,,,,,,,,,"41","47","RATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","50","CORRELATE_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"48","50","CONTRAST_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"49","50","CONTRAST_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","51","CORRELATE_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","52","CORRELATE_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","53","CORRELATE_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","54","CORRELATE_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"34","55","CORRELATE_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","57","PARTICIPATE_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"58","57","LACK_ABILITY"
,,,,,,,,,,,,,,,,,,,,,,,,,"59","60","INCLUDE"
,,,,,,,,,,,,,,,,,,,,,,,,,"59","61","APPLY_TO"
,,,,,,,,,,,,,,,,,,,,,,,,,"62","64","SHOW"
,,,,,,,,,,,,,,,,,,,,,,,,,"63","65","VALIDATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"66","67","USE"
,,,,,,,,,,,,,,,,,,,,,,,,,"66","68","RIVAL"
,,,,,,,,,,,,,,,,,,,,,,,,,"66","69","SURPASS"
,,,,,,,,,,,,,,,,,,,,,,,,,"66","70","STRUGGLE"
,,,,,,,,,,,,,,,,,,,,,,,,,"82","71","ATTRIBUTE"
,,,,,,,,,,,,,,,,,,,,,,,,,"82","72","ATTRIBUTE"
,,,,,,,,,,,,,,,,,,,,,,,,,"73","74","INFLUENCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"83","75","GROUND"
,,,,,,,,,,,,,,,,,,,,,,,,,"84","76","VARIANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"84","77","ARISE"
,,,,,,,,,,,,,,,,,,,,,,,,,"78","79","APPROACH"
,,,,,,,,,,,,,,,,,,,,,,,,,"85","80","ADOPT"
,,,,,,,,,,,,,,,,,,,,,,,,,"85","81","RESULT"
,,,,,,,,,,,,,,,,,,,,,,,,,"66","87","REPRESENT"
,,,,,,,,,,,,,,,,,,,,,,,,,"86","66","DEVELOP_METHODS_FOR"
,,,,,,,,,,,,,,,,,,,,,,,,,"87","88","SHARE_FEATURES_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"87","89","SHARE_FEATURES_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"87","92","CRITERIA"
,,,,,,,,,,,,,,,,,,,,,,,,,"87","93","CRITERIA"
,,,,,,,,,,,,,,,,,,,,,,,,,"87","94","CRITERIA"
,,,,,,,,,,,,,,,,,,,,,,,,,"87","95","CRITERIA"
,,,,,,,,,,,,,,,,,,,,,,,,,"90","87","INSIGHTS_FOR"
,,,,,,,,,,,,,,,,,,,,,,,,,"91","87","INSIGHTS_FOR"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","56","ABILITY"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","96","LACKING"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","97","LACKING"
,,,,,,,,,,,,,,,,,,,,,,,,,"98","12","FORMALIZES"
,,,,,,,,,,,,,,,,,,,,,,,,,"98","100","COLLECTION"
,,,,,,,,,,,,,,,,,,,,,,,,,"99","98","GENERALIZES"
,,,,,,,,,,,,,,,,,,,,,,,,,"99","66","USES"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","12","RELATED_TO"
,,,,,,,,,,,,,,,,,,,,,,,,,"101","12","OUTPERFORM_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"101","104","OUTPERFORM"
,,,,,,,,,,,,,,,,,,,,,,,,,"102","12","UNABLE_TO_SOLVE"
,,,,,,,,,,,,,,,,,,,,,,,,,"103","101","PART_OF"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","105","FEATURE"
,,,,,,,,,,,,,,,,,,,,,,,,,"106","105","LIMIT"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","107","INTEREST"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","108","INTEREST"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","109","INTEREST"
,,,,,,,,,,,,,,,,,,,,,,,,,"2","12","CONTRIBUTION"
,,,,,,,,,,,,,,,,,,,,,,,,,"110","12","USE"
,,,,,,,,,,,,,,,,,,,,,,,,,"111","105","ASSIST"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","112","HALLMARK"
,,,,,,,,,,,,,,,,,,,,,,,,,"113","114","REASON_ABOUT"
,,,,,,,,,,,,,,,,,,,,,,,,,"113","115","REASON_ABOUT"
,,,,,,,,,,,,,,,,,,,,,,,,,"116","117","ADVANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"118","119","SURPASSES"
,,,,,,,,,,,,,,,,,,,,,,,,,"119","120","DESIGNED_FOR"
,,,,,,,,,,,,,,,,,,,,,,,,,"118","121","SUPPORT_FOR_PRESENCE_OF_TOM"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","122","LEVERAGES"
,,,,,,,,,,,,,,,,,,,,,,,,,"122","124","CATEGORIZES"
,,,,,,,,,,,,,,,,,,,,,,,,,"124","125","INCLUDES"
,,,,,,,,,,,,,,,,,,,,,,,,,"124","126","INCLUDES"
,,,,,,,,,,,,,,,,,,,,,,,,,"124","127","INCLUDES"
,,,,,,,,,,,,,,,,,,,,,,,,,"128","129","PRESENTS"
,,,,,,,,,,,,,,,,,,,,,,,,,"129","122","ENFORCES"
,,,,,,,,,,,,,,,,,,,,,,,,,"130","131","FACE_CHALLENGES"
,,,,,,,,,,,,,,,,,,,,,,,,,"132","130","ENHANCE_PERFORMANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"133","132","MEASURED"
,,,,,,,,,,,,,,,,,,,,,,,,,"134","132","MEASURED"
,,,,,,,,,,,,,,,,,,,,,,,,,"138","133","TRAINED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"138","136","TRAINED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"138","137","TRAINED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"138","135","NOT_TRAINED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"130","132","IMPROVE_COMPREHENSION"
,,,,,,,,,,,,,,,,,,,,,,,,,"130","132","ENHANCE_REASONING"
,,,,,,,,,,,,,,,,,,,,,,,,,"130","132","CONTEXT-DEPENDENT"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","56","ENDOWS"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","140","ATTRIBUTE"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","141","INFER"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","114","INFER"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","115","INFER"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","142","OBSERVE"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","143","FACILITATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"56","144","FACILITATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"145","12","INVESTIGATED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"146","147","COLLABORATES_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"146","148","COLLABORATES_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"146","149","AGAINST"
,,,,,,,,,,,,,,,,,,,,,,,,,"148","150","FOCUS_ON"
,,,,,,,,,,,,,,,,,,,,,,,,,"148","151","RESORT_TO"
,,,,,,,,,,,,,,,,,,,,,,,,,"151","152","THREAT_TO"
,,,,,,,,,,,,,,,,,,,,,,,,,"147","148","TRUST_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"148","154","EXHIBIT"
,,,,,,,,,,,,,,,,,,,,,,,,,"155","156","INFER"
,,,,,,,,,,,,,,,,,,,,,,,,,"156","157","INCLUDE"
,,,,,,,,,,,,,,,,,,,,,,,,,"156","158","INCLUDE"
,,,,,,,,,,,,,,,,,,,,,,,,,"159","156","BASED_ON"
,,,,,,,,,,,,,,,,,,,,,,,,,"159","160","GUIDE"
,,,,,,,,,,,,,,,,,,,,,,,,,"160","161","AVOID_COLLAPSE_OF"
,,,,,,,,,,,,,,,,,,,,,,,,,"160","151","AVOID"
,,,,,,,,,,,,,,,,,,,,,,,,,"163","161","IMPORTANT_FOR"
,,,,,,,,,,,,,,,,,,,,,,,,,"163","162","EFFECTIVE_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"164","165","USES"
,,,,,,,,,,,,,,,,,,,,,,,,,"164","166","INCLUDES"
,,,,,,,,,,,,,,,,,,,,,,,,,"164","167","INSPIRED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"164","168","INSPIRED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"164","169","EVALUATED_ON"
,,,,,,,,,,,,,,,,,,,,,,,,,"164","170","EVALUATED_ON"
,,,,,,,,,,,,,,,,,,,,,,,,,"171","12","ENHANCES"
,,,,,,,,,,,,,,,,,,,,,,,,,"171","172","DEMONSTRATES_PERFORMANCE_ON"
,,,,,,,,,,,,,,,,,,,,,,,,,"173","184","SEEK"
,,,,,,,,,,,,,,,,,,,,,,,,,"174","184","SEEK"
,,,,,,,,,,,,,,,,,,,,,,,,,"175","184","SEEK"
,,,,,,,,,,,,,,,,,,,,,,,,,"176","185","IS"
,,,,,,,,,,,,,,,,,,,,,,,,,"177","186","PACKED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"178","187","DEEMED_TO_BE"
,,,,,,,,,,,,,,,,,,,,,,,,,"179","188","DISSEMINATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"180","182","MANIPULATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"181","189","PREVENT"
,,,,,,,,,,,,,,,,,,,,,,,,,"182","190","CAUSE"
,,,,,,,,,,,,,,,,,,,,,,,,,"183","191","PERPETRATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","192","ENHANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"193","194","EXPLORE"
,,,,,,,,,,,,,,,,,,,,,,,,,"193","195","ASSESS"
,,,,,,,,,,,,,,,,,,,,,,,,,"193","196","ENHANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"197","196","UNDERPERFORM"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","12","EXHIBIT"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","198","RELATED_TO"
,,,,,,,,,,,,,,,,,,,,,,,,,"206","199","DERIVE_FROM"
,,,,,,,,,,,,,,,,,,,,,,,,,"200","201","EXHIBIT"
,,,,,,,,,,,,,,,,,,,,,,,,,"200","202","CORRELATED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"200","203","DEPENDENT_ON"
,,,,,,,,,,,,,,,,,,,,,,,,,"207","204","PRESENT_AT"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","205","PARALLEL_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"179","13","INTEGRATION"
,,,,,,,,,,,,,,,,,,,,,,,,,"179","208","INTEGRATION"
,,,,,,,,,,,,,,,,,,,,,,,,,"209","212","USES"
,,,,,,,,,,,,,,,,,,,,,,,,,"209","213","INSPIRED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"209","214","INSPIRED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"209","215","INSPIRED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"210","216","MOTIVATED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"210","217","MOTIVATED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"211","218","INSPIRED_BY"
,,,,,,,,,,,,,,,,,,,,,,,,,"219","167","HAS"
,,,,,,,,,,,,,,,,,,,,,,,,,"167","220","INFERS"
,,,,,,,,,,,,,,,,,,,,,,,,,"220","221","EXHIBITED_DURING"
,,,,,,,,,,,,,,,,,,,,,,,,,"222","223","IMPORTANT_FOR"
,,,,,,,,,,,,,,,,,,,,,,,,,"224","225","COMBINED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"224","226","ENHANCES_COLLABORATION_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"227","226","PROHIBITED_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"228","229","ASSESSES"
,,,,,,,,,,,,,,,,,,,,,,,,,"228","230","PREDICTS"
,,,,,,,,,,,,,,,,,,,,,,,,,"228","231","IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"228","232","EVALUATED_WITH"
,,,,,,,,,,,,,,,,,,,,,,,,,"233","234","AFFECTS"
,,,,,,,,,,,,,,,,,,,,,,,,,"225","234","AFFECTS"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","237","ROLE"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","238","ROLE"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","239","ROLE"
,,,,,,,,,,,,,,,,,,,,,,,,,"235","12","BENCHMARK"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","240","PERFORMANCE"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","241","ANALYSIS"
,,,,,,,,,,,,,,,,,,,,,,,,,"242","236","IMPLICATIONS"
,,,,,,,,,,,,,,,,,,,,,,,,,"243","12","NECESSITATES"
,,,,,,,,,,,,,,,,,,,,,,,,,"12","245","TRAIN"
,,,,,,,,,,,,,,,,,,,,,,,,,"244","245","TRAIN"
,,,,,,,,,,,,,,,,,,,,,,,,,"245","247","EQUIP"
,,,,,,,,,,,,,,,,,,,,,,,,,"245","248","EQUIP"
,,,,,,,,,,,,,,,,,,,,,,,,,"247","245","ENABLE"
,,,,,,,,,,,,,,,,,,,,,,,,,"246","12","MODEL"
,,,,,,,,,,,,,,,,,,,,,,,,,"249","12","DEMONSTRATE"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","251","MOTIVATION"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","252","USE"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","253","EMBEDDED_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","254","EXPLORE"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","255","FOCUS"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","256","FOCUS"
,,,,,,,,,,,,,,,,,,,,,,,,,"257","258","ADD_RIGOR_TO"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","259","STUDY"
,,,,,,,,,,,,,,,,,,,,,,,,,"260","261","DESCRIBE"
,,,,,,,,,,,,,,,,,,,,,,,,,"260","262","DESCRIBE"
,,,,,,,,,,,,,,,,,,,,,,,,,"263","265","PRESERVE"
,,,,,,,,,,,,,,,,,,,,,,,,,"264","265","PRESERVE"
,,,,,,,,,,,,,,,,,,,,,,,,,"250","254","ADVANTAGE"
,,,,,,,,,,,,,,,,,,,,,,,,,"78","266","AUGMENTS"
,,,,,,,,,,,,,,,,,,,,,,,,,"267","268","KNOWN_AS"
,,,,,,,,,,,,,,,,,,,,,,,,,"78","269","STUDIED_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"78","270","STUDIED_IN"
,,,,,,,,,,,,,,,,,,,,,,,,,"78","271","SURVEYS"
,,,,,,,,,,,,,,,,,,,,,,,,,"78","272","SURVEYS"
,,,,,,,,,,,,,,,,,,,,,,,,,"78","273","SURVEYS"
,,,,,,,,,,,,,,,,,,,,,,,,,"271","274","EXAMPLE_OF"
,,,,,,,,,,,,,,,,,,,,,,,,,"272","275","EXAMPLE_OF"
,,,,,,,,,,,,,,,,,,,,,,,,,"273","276","EXAMPLE_OF"
,,,,,,,,,,,,,,,,,,,,,,,,,"277","13","GUIDE"
,,,,,,,,,,,,,,,,,,,,,,,,,"278","277","AIM"
,,,,,,,,,,,,,,,,,,,,,,,,,"279","278","PROPOSE"
,,,,,,,,,,,,,,,,,,,,,,,,,"280","268","EXPRESS"
,,,,,,,,,,,,,,,,,,,,,,,,,"281","268","UTILIZE"
,,,,,,,,,,,,,,,,,,,,,,,,,"282","279","ADOPT"
,,,,,,,,,,,,,,,,,,,,,,,,,"282","283","COMPUTE"
,,,,,,,,,,,,,,,,,,,,,,,,,"282","284","OUTPERFORM"
,,,,,,,,,,,,,,,,,,,,,,,,,"278","285","DEPLOY"
,,,,,,,,,,,,,,,,,,,,,,,,,"286","13","DEFENDS"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","287","POSSESS"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","114","POSSESS"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","141","POSSESS"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","288","POSSESS"
,,,,,,,,,,,,,,,,,,,,,,,,,"13","115","POSSESS"
,,,,,,,,,,,,,,,,,,,,,,,,,"289","298","CONNECT"
,,,,,,,,,,,,,,,,,,,,,,,,,"290","288","IMPLIES"
,,,,,,,,,,,,,,,,,,,,,,,,,"288","114","IMPLIES"
,,,,,,,,,,,,,,,,,,,,,,,,,"299","115","IMPLIES"
,,,,,,,,,,,,,,,,,,,,,,,,,"291","300","DO_NOT_PRECLUDE"
